id,course_code,cl_no,course_name,cl_day,cl_start,cl_end,cl_room,lecturer
460,CCEN 4015,05,English for Healthcare Professionals,3,08:30,09:50,KEC 706,
461,CCEN 4015,06,English for Healthcare Professionals,3,10:00,11:20,KEC 706,
462,CCEN 4015,06,English for Healthcare Professionals,4,08:30,09:50,KEC 606,
463,CCEN 4015,07,English for Healthcare Professionals,3,13:00,14:20,KEC 707,
464,CCEN 4015,07,English for Healthcare Professionals,5,14:30,15:50,KEC 703,
465,CCEN 4016,01,Introduction to Applied Linguistics,4,10:00,12:50,KEC 707,
466,CCFN 4004,01,Insurance,4,13:00,15:50,KEC 602,
467,CCIT 4009,14,Introduction to Multimedia,3,14:30,17:20,KEC 908,
468,CCIT 4009,15,Introduction to Multimedia,6,08:30,11:20,KEC 910,
469,CCIT 4009,16,Introduction to Multimedia,4,13:00,15:50,KEC 902,
470,CCIT 4009,17,Introduction to Multimedia,4,08:30,11:20,KEC 901,
471,CCIT 4009,18,Introduction to Multimedia,2,14:30,17:20,KEC 909,
472,CCIT 4009,19,Introduction to Multimedia,3,14:30,17:20,KEC 902,
473,CCIT 4009,20,Introduction to Multimedia,1,08:30,11:20,KEC 902,
474,CCIT 4009,21,Introduction to Multimedia,4,10:00,12:50,KEC 908,
475,CCIT 4009,22,Introduction to Multimedia,5,10:00,12:50,KEC 908,
476,CCIT 4009,23,Introduction to Multimedia,1,14:30,17:20,KEC 910,
477,CCIT 4009,24,Introduction to Multimedia,6,08:30,11:20,KEC 901,
478,CCIT 4015,01,Management Information Systems,4,10:00,12:50,KEC 902,
479,CCIT 4016,01,Introduction to Data Structures and Algorithms,1,08:30,11:20,KEC 901,
480,CCIT 4016,02,Introduction to Data Structures and Algorithms,2,08:30,11:20,KEC 901,
481,CCIT 4016,03,Introduction to Data Structures and Algorithms,2,13:00,15:50,KEC 901,
482,CCIT 4021,01,Mathematics for Computing,5,10:00,12:50,KEC 703,
483,CCIT 4021,02,Mathematics for Computing,5,14:30,17:20,KEC 706,
484,CCIT 4021,03,Mathematics for Computing,1,13:00,15:50,KEC 706,
485,CCIT 4026,01,Introduction to Computer Organization,5,08:30,11:20,KEC 902,
486,CCIT 4026,02,Introduction to Computer Organization,1,14:30,17:20,KEC 901,
487,CCIT 4029,01,Electromagnetic Theory and Applications,3,11:30,14:20,KEC 711,
488,CCIT 4032,01,Media Production Workshop,3,08:30,11:20,KEC 909,
489,CCIT 4032,02,Media Production Workshop,3,14:30,17:20,KEC 909,
490,CCIT 4054,01,Introduction to Electrical and Electronic Engineering,2,11:30,12:50,KEC 901,
491,CCIT 4054,01,Introduction to Electrical and Electronic Engineering,4,14:30,15:50,KEC 901,
492,CCIT 4054,02,Introduction to Electrical and Electronic Engineering,4,11:30,12:50,KEC 901,
493,CCIT 4054,02,Introduction to Electrical and Electronic Engineering,5,13:00,14:20,KEC 901,
494,CCIT 4054,03,Introduction to Electrical and Electronic Engineering,1,11:30,12:50,KEC 901,
495,CCIT 4054,03,Introduction to Electrical and Electronic Engineering,4,16:00,17:20,KEC 901,
496,CCIT 4057,04,Information Management,1,08:30,11:20,CIT 1002,
497,CCIT 4057,05,Information Management,2,13:00,15:50,CIT 1002,
498,CCIT 4057,06,Information Management,1,13:00,15:50,CIT 1002,
499,CCIT 4058,01,Internet Programming,5,10:00,12:50,KEC 901,
500,CCIT 4059,01,Mobile Application Development,2,13:00,15:50,KEC 902,
501,CCIT 4064,01,Microcontrollers,2,14:30,17:20,KEC 910,
502,CCIT 4064,02,Microcontrollers,2,08:30,11:20,KEC 910,
503,CCIT 4073,03,Information Technology and Applications,2,14:30,17:20,KEC 908,
504,CCIT 4073,04,Information Technology and Applications,3,13:00,15:50,KEC 901,
505,CCIT 4073,05,Information Technology and Applications,2,08:30,11:20,KEC 902,
506,CCJK 4001,01,Introduction to Japanese Studies,4,13:00,15:50,KEC 501,
507,CCJK 4001,01,Introduction to Japanese Studies,5,11:30,12:50,KEC 807,
508,CCJK 4001,02,Introduction to Japanese Studies,5,11:30,15:50,KEC 807,
509,CCJK 4001,02,Introduction to Japanese Studies,5,14:30,17:20,KEC 602,
510,CCJK 4003,01,Japanese II,1,10:00,12:50,KEC 501,
511,CCJK 4003,01,Japanese II,3,10:00,12:50,KEC 602,
512,CCJK 4003,01,Japanese II,5,10:00,12:50,KEC 602,
513,CCJK 4006,01,Introduction to Korean,2,10:00,12:50,KEC 501,
514,CCJK 4006,01,Introduction to Korean,4,10:00,11:20,KEC 602,
515,CCJK 4007,01,Contemporary Korean Society,5,10:00,12:50,KEC 501,
516,CCJK 4009,01,Korean II,1,14:30,17:20,KEC 501,
517,CCJK 4009,01,Korean II,3,10:00,12:50,KEC 501,
518,CCJK 4009,01,Korean II,4,10:00,12:50,KEC 501,
519,CCJK 4011,01,Contemporary Japanese Society,5,14:30,17:20,KEC 501,
520,CCLW 4002,01,Obligations I,5,10:00,12:50,KEC 806,
521,CCLW 4003,01,The Hong Kong Basic Law,4,14:30,17:20,KEC 807,
522,CCLW 4004,01,Business Associations and Commercial Practice,1,14:30,17:20,KEC 806,
523,CCLW 4006,01,Hong Kong Land Law and Conveyancing,1,10:00,12:50,KEC 807,
524,CCMA 3002,01,General Mathematics,5,14:30,17:20,KEC 707,
525,CCMA 3002,02,General Mathematics,3,13:00,15:50,KEC 703,
526,CCMA 3002,03,General Mathematics,1,13:00,15:50,KEC 707,
527,CCMA 3002,04,General Mathematics,2,13:00,15:50,KEC 504,
528,CCMA 3002,05,General Mathematics,2,08:30,11:20,KEC 706,
529,CCMA 3002,06,General Mathematics,4,10:00,12:50,KEC 710,
530,CCMA 4001,17,Quantitative Analysis I,2,13:00,15:50,KEC 706,
531,CCMA 4001,18,Quantitative Analysis I,3,08:30,11:20,KEC 505,
532,CCMA 4001,19,Quantitative Analysis I,5,10:00,12:50,KEC 808,
533,CCMA 4001,20,Quantitative Analysis I,5,10:00,12:50,KEC 505,
534,CCMA 4001,21,Quantitative Analysis I,2,13:00,15:50,KEC 703,
535,CCMA 4001,22,Quantitative Analysis I,4,13:00,15:50,KEC 707,
536,CCMA 4001,23,Quantitative Analysis I,1,08:30,11:20,KEC 505,
537,CCMA 4001,24,Quantitative Analysis I,1,08:30,11:20,KEC 711,
538,CCMA 4001,25,Quantitative Analysis I,3,13:00,15:50,KEC 809,
539,CCMA 4001,26,Quantitative Analysis I,5,13:00,15:50,KEC 505,
540,CCMA 4001,27,Quantitative Analysis I,4,08:30,11:20,KEC 711,
541,CCMA 4001,28,Quantitative Analysis I,4,13:00,15:50,KEC 706,
542,CCMA 4001,29,Quantitative Analysis I,2,13:00,15:50,KEC 702,
543,CCMA 4001,30,Quantitative Analysis I,5,14:30,17:20,KEC 711,
544,CCMA 4001,31,Quantitative Analysis I,5,10:00,12:50,KEC 711,
545,CCMA 4003,01,College Mathematics II,3,08:30,11:20,KEC 504,
546,CCMA 4003,02,College Mathematics II,3,13:00,15:50,KEC 602,
547,CCMA 4004,06,Mathematics for Business,4,10:00,12:50,CIT 1008,
548,CCMA 4004,07,Mathematics for Business,2,13:00,15:50,CIT 1008,
549,CCMA 4004,08,Mathematics for Business,4,14:30,17:20,CIT 1008,
550,CCMA 4004,09,Mathematics for Business,3,08:30,11:20,CIT 806,
551,CCMA 4004,10,Mathematics for Business,4,08:30,11:20,CIT 801,
552,CCMA 4004,11,Mathematics for Business,1,08:30,11:20,CIT 1008,
553,CCMA 4004,12,Mathematics for Business,4,13:00,15:50,CIT 801,
554,CCMA 4006,01,Mathematics with Applications,5,08:30,11:20,KEC 701,
555,CCMA 4007,01,Quantitative Analysis II,4,08:30,11:20,KEC 702,
556,CCMA 4008,01,Mathematics and Statistics for Daily Life Applications,2,08:30,11:20,KEC 508,
557,CCMA 4008,02,Mathematics and Statistics for Daily Life Applications,5,14:30,17:20,KEC 606,
558,CCMA 4009,04,Statistics for Business,2,13:00,15:50,CIT 1007,
559,CCMA 4009,05,Statistics for Business,2,08:30,11:20,CIT 1007,
560,CCMA 4009,06,Statistics for Business,3,08:30,11:20,CIT 801,
561,CCPA 4002,01,Introduction to Chinese Music,3,10:00,12:50,KEC 502,
562,CCPA 4004,01,Music in Western Civilization 1 (Ancient Greece to Early Baroque),2,10:00,12:50,KEC 1001,
563,CCPA 4005,01,Fundamentals of Tonal Music II,5,10:00,12:50,KEC 1001,
564,CCPH 4001,02,Introduction to Philosophy,4,14:30,17:20,KEC 603,
565,CCPH 4002,05,Applied Ethics,1,13:00,15:50,KEC 704,
566,CCPH 4002,06,Applied Ethics,3,08:30,11:20,KEC 801,
567,CCPH 4002,07,Applied Ethics,3,14:30,17:20,KEC 704,
568,CCPH 4002,08,Applied Ethics,4,11:30,14:20,KEC 704,
569,CCPH 4002,09,Applied Ethics,5,08:30,11:20,CIT 1006,
570,CCPH 4003,05,Elements of Logic and Critical Thinking,2,13:00,15:50,KEC 704,
571,CCPH 4003,06,Elements of Logic and Critical Thinking,6,08:30,11:20,KEC 704,
572,CCPH 4003,07,Elements of Logic and Critical Thinking,3,11:30,14:20,KEC 704,
573,CCPH 4003,08,Elements of Logic and Critical Thinking,5,14:30,17:20,CIT 1006,
574,CCPH 4004,03,Ideas that Shaped the Modern World,3,14:30,17:20,KEC 502,
575,CCPH 4004,04,Ideas that Shaped the Modern World,3,08:30,11:20,KEC 603,
576,CCSA 8002,02,Seminar Series,4,14:30,17:20,KEC THEATRE,
577,CCSS 3002,03,Multiple Intelligences and Competencies,4,10:00,12:50,KEC 805,
578,CCSS 3002,04,Multiple Intelligences and Competencies,2,08:30,11:20,KEC 805,
579,CCSS 3002,05,Multiple Intelligences and Competencies,1,08:30,11:20,KEC 602,
580,CCSS 4001,04,Applied Psychology,3,14:30,17:20,KEC 510,
581,CCSS 4001,05,Applied Psychology,3,10:00,12:50,KEC 606,
582,CCSS 4004,06,Intra- and Interpersonal Competencies,3,11:30,14:20,KEC 709,
583,CCSS 4004,07,Intra- and Interpersonal Competencies,1,13:00,15:50,KEC 608,
584,CCSS 4004,08,Intra- and Interpersonal Competencies,5,10:00,12:50,KEC 508,
585,CCSS 4004,09,Intra- and Interpersonal Competencies,2,10:00,12:50,KEC 601,
586,CCSS 4004,10,Intra- and Interpersonal Competencies,1,08:30,11:20,KEC 709,
587,CCSS 4004,11,Intra- and Interpersonal Competencies,1,13:00,15:50,KEC 601,
588,CCSS 4004,12,Intra- and Interpersonal Competencies,5,14:30,17:20,KEC 807,
589,CCSS 4004,13,Intra- and Interpersonal Competencies,2,08:30,11:20,KEC 608,
590,CCSS 4004,14,Intra- and Interpersonal Competencies,3,14:30,17:20,KEC 709,
591,CCSS 4004,15,Intra- and Interpersonal Competencies,3,10:00,12:50,KEC 608,
592,CCSS 4004,16,Intra- and Interpersonal Competencies,4,13:00,15:50,KEC 609,
593,CCSS 4004,17,Intra- and Interpersonal Competencies,5,14:30,17:20,KEC 709,
594,CCSS 4004,18,Intra- and Interpersonal Competencies,5,10:00,12:50,KEC 709,
595,CCSS 4004,19,Intra- and Interpersonal Competencies,4,08:30,11:20,KEC 709,
596,CCSS 4004,20,Intra- and Interpersonal Competencies,2,14:30,17:20,KEC 502,
597,CCSS 4004,21,Intra- and Interpersonal Competencies,1,14:30,17:20,KEC 701,
598,CCSS 4005,25,Understanding Social Problems in Hong Kong (CL03 + CT13),2,08:30,11:20,KEC THEATRE,
599,CCSS 4005,25,Understanding Social Problems in Hong Kong (CL03 + CT13),2,10:00,17:20,KEC THEATRE,
600,CCSS 4005,26,Understanding Social Problems in Hong Kong (CL03 + CT14),2,08:30,11:20,KEC THEATRE,
601,CCSS 4005,26,Understanding Social Problems in Hong Kong (CL03 + CT14),2,10:00,15:50,KEC THEATRE,
602,CCSS 4005,27,Understanding Social Problems in Hong Kong (CL03 + CT15),1,14:30,15:50,KEC 510,
603,CCSS 4005,27,Understanding Social Problems in Hong Kong (CL03 + CT15),2,08:30,11:20,KEC THEATRE,
604,CCSS 4005,28,Understanding Social Problems in Hong Kong (CL03 + CT16),1,16:00,17:20,KEC 510,
605,CCSS 4005,28,Understanding Social Problems in Hong Kong (CL03 + CT16),2,08:30,11:20,KEC THEATRE,
606,CCSS 4005,29,Understanding Social Problems in Hong Kong (CL03 + CT17),2,08:30,11:20,KEC THEATRE,
607,CCSS 4005,29,Understanding Social Problems in Hong Kong (CL03 + CT17),3,10:00,11:20,KEC 605,
608,CCSS 4005,30,Understanding Social Problems in Hong Kong (CL03 + CT18),2,08:30,11:20,KEC THEATRE,
609,CCSS 4005,30,Understanding Social Problems in Hong Kong (CL03 + CT18),3,11:30,12:50,KEC 605,
610,CCSS 4005,31,Understanding Social Problems in Hong Kong (CL03 + CT19),2,08:30,11:20,KEC THEATRE,
611,CCSS 4005,31,Understanding Social Problems in Hong Kong (CL03 + CT19),5,11:30,12:50,KEC 509,
612,CCSS 4005,32,Understanding Social Problems in Hong Kong (CL03 + CT20),2,08:30,11:20,KEC THEATRE,
613,CCSS 4005,32,Understanding Social Problems in Hong Kong (CL03 + CT20),5,13:00,14:20,KEC 509,
614,CCSS 4005,33,Understanding Social Problems in Hong Kong (CL03 + CT21),2,08:30,11:20,KEC THEATRE,
615,CCSS 4005,33,Understanding Social Problems in Hong Kong (CL03 + CT21),4,16:00,17:20,KEC 501,
616,CCSS 4005,34,Understanding Social Problems in Hong Kong (CL03 + CT22),1,11:30,12:50,KEC 606,
617,CCSS 4005,34,Understanding Social Problems in Hong Kong (CL03 + CT22),2,08:30,11:20,KEC THEATRE,
618,CCSS 4005,35,Understanding Social Problems in Hong Kong (CL03 + CT23),1,10:00,11:20,KEC 606,
619,CCSS 4005,35,Understanding Social Problems in Hong Kong (CL03 + CT23),2,08:30,11:20,KEC THEATRE,
620,CCSS 4005,36,Understanding Social Problems in Hong Kong (CL04 + CT24),3,16:00,17:20,CIT 1008,
621,CCSS 4005,36,Understanding Social Problems in Hong Kong (CL04 + CT24),4,08:30,11:20,CIT 1006,
622,CCSS 4005,37,Understanding Social Problems in Hong Kong (CL04 + CT25),3,14:30,15:50,CIT 1008,
623,CCSS 4005,37,Understanding Social Problems in Hong Kong (CL04 + CT25),4,08:30,11:20,CIT 1006,
624,CCSS 4005,38,Understanding Social Problems in Hong Kong (CL04 + CT26),4,08:30,11:20,CIT 1006,
625,CCSS 4005,38,Understanding Social Problems in Hong Kong (CL04 + CT26),5,10:00,11:20,CIT 1007,
626,CCSS 4005,39,Understanding Social Problems in Hong Kong (CL04 + CT27),4,08:30,11:20,CIT 1006,
627,CCSS 4005,39,Understanding Social Problems in Hong Kong (CL04 + CT27),5,11:30,12:50,CIT 1007,
628,CCSS 4007,05,Introduction to Political Science,5,13:00,15:50,KEC 605,
629,CCSS 4007,06,Introduction to Political Science,1,13:00,15:50,KEC 509,
630,CCSS 4007,07,Introduction to Political Science,3,13:00,15:50,KEC 506,
631,CCSS 4007,08,Introduction to Political Science,2,10:00,12:50,KEC 605,
632,CCSS 4007,09,Introduction to Political Science,1,08:30,11:20,KEC 605,
633,CCSS 4009,49,Introduction to Psychology (CL05 + CT25),3,11:30,12:50,KEC 510,
634,CCSS 4009,49,Introduction to Psychology (CL05 + CT25),4,08:30,11:20,KEC THEATRE,
635,CCSS 4009,50,Introduction to Psychology (CL05 + CT26),3,13:00,14:20,KEC 510,
636,CCSS 4009,50,Introduction to Psychology (CL05 + CT26),4,08:30,11:20,KEC THEATRE,
637,CCSS 4009,51,Introduction to Psychology (CL05 + CT27),4,08:30,11:20,KEC THEATRE,
638,CCSS 4009,51,Introduction to Psychology (CL05 + CT27),5,13:00,14:20,KEC 504,
639,CCSS 4009,52,Introduction to Psychology (CL05 + CT28),4,08:30,11:20,KEC THEATRE,
640,CCSS 4009,52,Introduction to Psychology (CL05 + CT28),5,14:30,15:50,KEC 504,
641,CCSS 4009,54,Introduction to Psychology (CL05 + CT30),2,16:00,17:20,KEC 605,
642,CCSS 4009,54,Introduction to Psychology (CL05 + CT30),4,08:30,11:20,KEC THEATRE,
643,CCSS 4009,55,Introduction to Psychology (CL05 + CT31),3,16:00,17:20,KEC 805,
644,CCSS 4009,55,Introduction to Psychology (CL05 + CT31),4,08:30,11:20,KEC THEATRE,
645,CCSS 4009,57,Introduction to Psychology (CL05 + CT33),4,08:30,11:20,KEC THEATRE,
646,CCSS 4009,57,Introduction to Psychology (CL05 + CT33),5,08:30,09:50,KEC 805,
647,CCSS 4009,58,Introduction to Psychology (CL05 + CT34),4,08:30,11:20,KEC THEATRE,
648,CCSS 4009,58,Introduction to Psychology (CL05 + CT34),5,10:00,11:20,KEC 805,
649,CCSS 4009,59,Introduction to Psychology (CL05 + CT35),2,08:30,09:50,KEC 510,
650,CCSS 4009,59,Introduction to Psychology (CL05 + CT35),4,08:30,11:20,KEC THEATRE,
651,CCSS 4009,60,Introduction to Psychology (CL05 + CT36),2,10:00,11:20,KEC 510,
652,CCSS 4009,60,Introduction to Psychology (CL05 + CT36),4,08:30,11:20,KEC THEATRE,
653,CCSS 4009,61,Introduction to Psychology (CL05 + CT37),2,10:00,11:20,KEC 504,
654,CCSS 4009,61,Introduction to Psychology (CL05 + CT37),4,08:30,11:20,KEC THEATRE,
655,CCSS 4009,62,Introduction to Psychology (CL05 + CT38),2,11:30,12:50,KEC 504,
656,CCSS 4009,62,Introduction to Psychology (CL05 + CT38),4,08:30,11:20,KEC THEATRE,
657,CCSS 4009,63,Introduction to Psychology (CL05 + CT39),1,10:00,11:20,KEC 510,
658,CCSS 4009,63,Introduction to Psychology (CL05 + CT39),4,08:30,11:20,KEC THEATRE,
659,CCSS 4009,64,Introduction to Psychology (CL05 + CT40),1,08:30,09:50,KEC 510,
660,CCSS 4009,64,Introduction to Psychology (CL05 + CT40),4,08:30,11:20,KEC THEATRE,
661,CCSS 4009,65,Introduction to Psychology (CL05 + CT41),4,08:30,11:20,KEC THEATRE,
662,CCSS 4009,65,Introduction to Psychology (CL05 + CT41),5,10:00,11:20,KEC 506,
663,CCSS 4009,66,Introduction to Psychology (CL05 + CT42),4,08:30,11:20,KEC THEATRE,
664,CCSS 4009,66,Introduction to Psychology (CL05 + CT42),5,08:30,09:50,KEC 506,
665,CCSS 4009,67,Introduction to Psychology (CL05 + CT43),4,08:30,11:20,KEC THEATRE,
666,CCSS 4009,67,Introduction to Psychology (CL05 + CT43),4,10:00,12:50,KEC THEATRE,
667,CCSS 4009,69,Introduction to Psychology (CL06 + CT25),3,11:30,15:50,KEC 510,
668,CCSS 4009,69,Introduction to Psychology (CL06 + CT25),3,14:30,17:20,KEC THEATRE,
669,CCSS 4009,70,Introduction to Psychology (CL06 + CT26),3,13:00,15:50,KEC 510,
670,CCSS 4009,70,Introduction to Psychology (CL06 + CT26),3,14:30,17:20,KEC THEATRE,
671,CCSS 4009,71,Introduction to Psychology (CL06 + CT27),3,14:30,17:20,KEC THEATRE,
672,CCSS 4009,71,Introduction to Psychology (CL06 + CT27),5,13:00,14:20,KEC 504,
673,CCSS 4009,72,Introduction to Psychology (CL06 + CT28),3,14:30,17:20,KEC THEATRE,
674,CCSS 4009,72,Introduction to Psychology (CL06 + CT28),5,14:30,15:50,KEC 504,
675,CCSS 4009,73,Introduction to Psychology (CL06 + CT29),3,14:30,17:20,KEC THEATRE,
676,CCSS 4009,73,Introduction to Psychology (CL06 + CT29),4,10:00,11:20,KEC 906,
677,CCSS 4009,74,Introduction to Psychology (CL06 + CT30),2,16:00,17:20,KEC 605,
678,CCSS 4009,74,Introduction to Psychology (CL06 + CT30),3,14:30,17:20,KEC THEATRE,
679,CCSS 4009,76,Introduction to Psychology (CL06 + CT32),3,14:30,17:20,KEC THEATRE,
680,CCSS 4009,76,Introduction to Psychology (CL06 + CT32),4,08:30,09:50,KEC 906,
681,CCSS 4009,77,Introduction to Psychology (CL06 + CT33),3,14:30,17:20,KEC THEATRE,
682,CCSS 4009,77,Introduction to Psychology (CL06 + CT33),5,08:30,09:50,KEC 805,
683,CCSS 4009,78,Introduction to Psychology (CL06 + CT34),3,14:30,17:20,KEC THEATRE,
684,CCSS 4009,78,Introduction to Psychology (CL06 + CT34),5,10:00,11:20,KEC 805,
685,CCSS 4009,79,Introduction to Psychology (CL06 + CT35),2,08:30,09:50,KEC 510,
686,CCSS 4009,79,Introduction to Psychology (CL06 + CT35),3,14:30,17:20,KEC THEATRE,
687,CCSS 4009,80,Introduction to Psychology (CL06 + CT36),2,10:00,11:20,KEC 510,
688,CCSS 4009,80,Introduction to Psychology (CL06 + CT36),3,14:30,17:20,KEC THEATRE,
689,CCSS 4009,81,Introduction to Psychology (CL06 + CT37),2,10:00,11:20,KEC 504,
690,CCSS 4009,81,Introduction to Psychology (CL06 + CT37),3,14:30,17:20,KEC THEATRE,
691,CCSS 4009,82,Introduction to Psychology (CL06 + CT38),2,11:30,12:50,KEC 504,
692,CCSS 4009,82,Introduction to Psychology (CL06 + CT38),3,14:30,17:20,KEC THEATRE,
693,CCSS 4009,83,Introduction to Psychology (CL06 + CT39),1,10:00,11:20,KEC 510,
694,CCSS 4009,83,Introduction to Psychology (CL06 + CT39),3,14:30,17:20,KEC THEATRE,
695,CCSS 4009,84,Introduction to Psychology (CL06 + CT40),1,08:30,09:50,KEC 510,
696,CCSS 4009,84,Introduction to Psychology (CL06 + CT40),3,14:30,17:20,KEC THEATRE,
